俳名,出身地,現住所,本名/別名,職業,職業_詳細,門下/派閥,没年(年齢),備考,雑誌登場回数,ちとりつか_寛政2年(1790),松のしるし_寛政4年(1792),冬のひかり_寛政5年(1793),笠塚百回忌_寛政5年(1793),鷹の石ふみ_寛政5年(1793),旅の日数_寛政5年(1793),麻刈集_寛政5年(1793),落梅花_寛政5年(1793),みちのかけ_寛政5年(1793),花つか集_寛政5年(1793),この供養_寛政5年(1793),松葉塚_寛政5年(1793),五東斎木朶_寛政6年(1794),たまかつら_寛政7年(1795),昔合集_寛政8年(1796),勧進帖_寛政8年(1796),橋日記_寛政10年(1798),志ら梅_寛政10年(1798),寛政守武祠句集_寛政11年(1799),東境連句会_寛政11年(1799),花鳥楽事_寛政11年(1799),あがたの三月よつき_寛政12年(1800),萩の露_寛政12年(1800),歳旦_寛政12年(1800)？,春興_寛政12年(1800),木朶交友録_寛政頃？,馬江連春興_享和2年(1801),元除春遊_享和2年(1802),時雨会_享和3年(1803),青むしろ_文化元年(1804),秋風紀行_文化元年(1804),雪月文事_文化元年(1804),東境連句会_文化元年(1804),東境連句会_文化2年(1805),雛さうし_文化3年(1806),無量佛_文化4年(1807),東境連句会_文化4年(1807),はつそら_文化4年(1807),梅花帖_文化5年(1808),霜のかね_文化5年(1808),蘿蔓集_文化5年(1808),蓑虫集_文化5年(1808),楫枕_文化6年(1809),あさひらき_文化6年(1809),趙鳧龍城下歳旦_文化7年(1810),白蓮華_文化7年(1810),蓼廻穂_文化7年(1810),小菊原_文化7年(1810),藁つと_文化7年(1810),歳晩集_文化8年(1811),きねうた_文化8年(1811),侘草紙_文化9年(1812),としのやと_文化9年(1812),煎豆集_文化9年(1812),ひしのはな_文化9年(1812),鶯囀梅_文化10年(1813),桃桜_文化10年(1813),しまめぐり_文化10年(1813),花おし_文化10年(1813),酔月集_文化10年(1813),文音録_文化11年(1814),秋の調_文化11年(1814),すしかひ_文化11年(1814),いたびさし_文化11年(1814),銀河_文化11年(1814),むしの声_文化11年(1814),花御師_文化12年(1815),竜の登_文化13年(1816),俳諧西歌仙_文化13年(1816),はいかい壱軸_文化13年(1816),奉納八橋山俳諧一軸_文化13年(1816),四海句双紙_文化14年(1817),諸国人名録(B)_文政初期,たかむしろ_文政元年(1818),あとのともし_文政元年(1818),雁の空_文政元年(1818),むかしいま_文政2年(1819),はつね集_文政2年(1819),月次五題_文政4年(1821),伊農太傳_文政4年(1821),見なれし_文政4年(1821),草の名集_文政5年(1822),枇杷の実_文政7年(1824),安居鐘_文政7年(1824),五百機集_文政8年(1825),蘆の一もと_文政10年(1827),十かへり_文政10年(1827),その葉さへ_文政10年(1827),花済集_文政10年(1827),燕岡集_文政10年(1827),楽しみ草_文政12年(1829),蝉茸集_文政12年(1829),狂俳冠句壱編_文政12年(1829),湯のかたみ_文政13年(1830),和漢俳諧集_文政13年(1830),ことはくつ_文化文政年間,はつ夢_文化文政年間,鶴のかしら_文政年間,諸国人名録(A)_天保年間,ひとつ鷺_天保9年(1838),蓬宇人名録_天保10年(1839),大鶴庵卯選集_年代不明,唯うつむいて_年代不明,椎芝集_年代不明
其徳,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
弄花,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
俊斎,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
栖竹,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
立花,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
ため(女),,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
子逸,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
野鳥,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
其流,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
豊,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
星湖,,,,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,〇,,,,,,,,,,,,
思玄,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,
湖巣,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
逢渚,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
文中,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
円波,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
極浦,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
花宿,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
盧風,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
鶯渓,,,,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,〇,,,,,,,,,,,,
盧汀,尾張,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
猪道,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
山藤,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
了祥,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
木僕,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
松茶,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
教之,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
梅雪,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
川橋,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
忠女,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
常麿,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
鋏杵,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
文郁,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
蘭生,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
雪丸,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
蚊山,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
三花,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
湖丈,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
沙鴎,尾張,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
九湖,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
漁笛,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
澤蛍,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
菊布,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
馬腸,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
吉丸,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
石蟹,,,,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,
花沙,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苣広,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新甫,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
野井,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
如月,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱鶴,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古東,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桐居,,,,,,,文化11年,,2,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
露残,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘭圃,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冠子(十一歳),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百甫,ニ川,豊橋市二川町,田村善蔵常政,米穀店,米穀店,,,石屏の父？,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栢川,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
士英,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
露竹,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幸女,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多都鴉,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文淵,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
相海,,,,,,,文化10年,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光月,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鷺泉,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三水,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白鷹,,,,,,,,,7,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,〇,〇,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白圭,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
相屏,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文魚,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,
逸羅,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
惟朝,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月峻,,,,,,卓池,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,〇,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,〇,,〇,,〇,,,,,,,,,,
橘人,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,〇,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,
蛙柳,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山彦,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可堂,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孤竜,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紅雲,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乕風,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,〇,,,,,,,,,,
篁斎,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,〇,,,,,,,,,,,,,,,,,,〇,,,,,,,,
花好,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,
斗来,津島,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,
朱方,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,
下睦,,,,,,卓池,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,〇,,,〇,〇,〇,,,,,,,,,,,,
曳尾,,,,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,〇,,,,,,,,,,,,,,
尖峰,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,
巴遊,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
華鳥,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
蛙水,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
紫風,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
関枝,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
澤水,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
月丸,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
寿川,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
其律,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,
霊草,,,,,,卓池,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,〇,,,,,,,,,,,,〇,,
龍霞,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
